Customer Review,Emotion
"barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)",Anger
"awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",Anger
banyak tombol yg rusak... batre rusak tidak bisa di charge.,Anger
"pengiriman cepet, tapi qualitas barangnya jelek, kekuatan baterai nya cuma bertahan 30-40 menit, klo dicas ada suara berdesis.",Anger
"mic speakernya rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",Anger
"sy pernah usaha jd sy tdk mau menjelekan usaha org, sya toleransi klo pertama beli colokan rusak sy anggap kurir, tpi transaksi ke-2 ini lampu 2dari 3 hanya nyala setengah, bagaimana admin jualan tidak cek dulu sebelum pac d kirim. jujur saya kecewa, saya beli barang mungkin murah tapi bukan yg rusak donk.. cukup terakhir kali belanja di toko ini ????",Anger
packing jelek .. brg dtng kotaknya penyot2.. pesan 8 bh rusak 2 bh,Anger
"respon pengiriman sangat lambat. status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis. tapi barang tidak dikirim-kirim. status berubah jadi pengiriman sampai resi keluar 3 hari, baru kurir berhasil pickup barang. payah....!!!",Anger
barang ga bisa dipake ... lampunya ga nyala dan sensornya rusak..,Anger
"barang ada yg tidak dikirim, penjual janji akan dikirim pada saat sy order berikutnya. tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya. penipu sellernya.",Anger
jelek! silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. kualitas lamounya juga tidak sebaik yg saya bayangkan. jauh dibawah kualitasnya philips.,Anger
"barang sangat jelek, tidak fungsi, klaim� tetap rusak. mendingan jangan beli.",Anger
"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli, saya kecewa sekali!!! penjual no respon!!!!",Anger
"barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",Anger
"pengiriman lama, jam ok semoga awet",Anger
"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",Anger
beli warna ungu kenapa warnanya jelek ya ungu pudar,Anger
"bahan tipis, kualitas buruk",Anger
"barang lama dkirimnya, beli 2 tp 1nya rusak",Anger
jamnya susah sinyal mau pake kartu apapun tetap lemah sinyal.. jelek bgttt udh d komplain gada penyelesaian yg memuaskan,Anger
bahannya tipis bgt. dipake panas sablonan juga jelek.,Anger
maaf tp sablonnya bener2 ga layak??????,Anger
sablonnya jelek bgttttt,Anger
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . parah jelek kualitas nya,Anger
pelayanan amat sangan gak oke,Anger
"udh bertahun2 belanja di tokped ga pernah ketemu seller model gini, di chat dr awal sama sekali ga bales, ampe nyanyi 2 album saya di chat wakaka, mesen hari kamis jam 11, sampenya selasa malem. butuh urgent bgt pdhl. kapok dah bener2 worst seller.",Anger
"pengiriman lama sekali, diconfirm tdk dibalas pdhal online. negative service..",Anger
jilbabya lecek dan banyak benang jahitan,Anger
"brg nya blm sampe, dan blm diterima. tp diaplikasi uda selesai aja. kan aneh",Anger
pesan warna putih dan abu. tapi yg datang warna salem dan abu. kecewa karena penjual tidak konfirmasi sebelum dikirim,Anger
bahan jelek.. panas.. & tipis,Anger
"penjual memaksa untuk tidak mau membatalkan pesanan, maen kirim aja padahal saya sudah ajukan pembatalan. silahkan nikmati uang haram",Anger
tidak suka dengan respon yg tidak bagus banget,Anger
lama nympe,Anger
"parah kecil banget. padahal ukurannya l dan xl. ini mah buat anak sd kaga bisa buat orang dewasa, sekalipun dengan negativean kecil.",Anger
jelek bgt bikin kecewa ?? ??,Anger
"ada noda kuning di jilbab nya, pendek, kaku!",Anger
"pengiriman lama, barang sesuai harga , tlg qc nya lebih di perbaiki ada bolong2 bks jarum di jahitannya, ada garis putih di kerudung abu yg lbh keliatan",Anger
pengiriman lama. udh gt gaktau deh bener atau gak admin nya wa aku. blgnya warna jilbab yg ku pesan hbs. trs ak udh pilih warna lain. tp ujungnya yg dtg ttp aja warna yg kupilih awal. knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt. biasanya dari bandung gak selama ini. ini krn adminnya japri di wa berbelit-belit. barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa.,Anger
"salah kirim warna, sy minta warna pink, biru, hitam > yg dikirim merah, hijau, hitam & lampu led tdk nyala !!",Anger
yg dikirim russakkkkk guys ampun dahh,Anger
mengecewakan belanja disini. barang tidak sampai.. ganti2kurir gak jelas. penjual gak koperatif..,Anger
gk nyalah parah,Anger
barang rusak di jual emang ngehek,Anger
sangat tidak recommended!!!,Anger
noise banget suranyaa gabisa dipake,Anger
"respon baik, packing baik, tapi perlu para pembeli tahu kalau barang ini ada masalah, harus kirim ke medan. pas ada masalah, waduh ngotot nya minta ampun. coba pikir pakai logika, mana ada firmware update no 0.0.0.0 dan setelah update, bisa hilang dan update lagi. herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan. akhirnya barang tetap tidak di perbaiki atau di tukar, alasannya di periksa di sana tidak ada masalah. ya silahkan saja buat yang mau belanja. tapi tolong teliti.",Anger
gabisa dimainin di ios versi 13.4 dan keatasnya! maksimum ios versi 13.3 selain itu gabisa dipake!!!,Anger
barang cacad. banyak dent. kabel usb & adapter gk jalan.,Anger
barang sampah.. kecewa belanja disini.. modbo rusak kok dikirim,Anger
produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk,Anger
pelayanan admin sangat parah no respon,Anger
"saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake lcd yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. jangan beli disini cukup saya aja jadi korban ??????",Anger
gak sesuai harga malah kualitas nol,Anger
"toko gak bertanggung jawab, barang rusak yang dikirim ??, minta tolong barang diganti aja, alasannya banyak banget,. dan sampe skr juga barang yang saya beli gak di ganti2.. benar2 gak ada tanggung jawabnya sama sekali nih toko.",Anger
"seller tdk bertanggung jwb. kindlenya baru dibeli terus rusak. pembelian 23 okt, 26 okt kindle nya rusak. katanya ad garansi 7 hari, bgtu di message & whatsapp cuma di read. ga bertanggung jawab banget. hati2 ya kalau mau beli disini after sale service nya sgt tidak bagus. gabisa dipake deh kindle nya sayang banget, padahal uda capek2 nabung. smoga dpt karma nya sndri deh :)",Anger
"packing hanya buble wrap, lain kali tambahkan kardus. komunikasikan pengiriman dengan jelas biar tidak repot, masa dikirim terpisah case nya, mana ngga instan, dan ngga bisa dicancel.",Anger
kw kirim brg bekas dan rusak serta tdk menerima komplain kapok bgt ga bkl lnja lg dsni,Anger
seller tidak bertanggung jawab. ????,Anger
"kalo mau kirim baca note nya dong,... masa tiga2 nya dikirim warna sama,.. trus fungsinya catatan buat apa",Anger
"sudah jelas2 pilih varian hitam, yg dikirim putih ya kalo toh habis kan bisa di komunikasikan kpda buyer buat apa ada fitur chat. jgn asal kirim aja, mau komplen juga males ribet.",Anger
"di gambar kelihatan besar tapi kenyataannya kecil sekali kaya mainan, sampai sekarang bingung untuk makainya buat pakai apa tanggung sekli, kecuali buat naro benang mungkin berpungsi, nyesel banget telah beli kotak ini!!!",Anger
"diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yg di pasar, yg 3, tingkt, cma karena ada space, diatas , itu saja kelebihanya, saya ukur lebarnya cuma sejengkal , antar jempol ibu jari dan dan jari tengah ,, benar benar kecil.. dengan harg lumayan mahal..??????????????????",Anger
"belum dicoba, pengiriman lama",Anger
"pesanan udh selesai apaan, orang barang tidak di terima, sudah ajukan komplain, nungguin lama, sampe saiki ga dpt barang malah di minta penilaian barang. #kecewa berat deh",Anger
pesen putih yg sampai hitam. giliran sy mau balikin boleh sih ditukar sm yg putih tapi ongkir mereka gak mau tanggung. sama jg boong. padahal jelas2 mereka blg kesalahan mmg pada mereka,Anger
"ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. molor 2hr dr estimasi sampai.",Anger
"pengemasan lambat banget, pengiriman lamaaaaaa!!!",Anger
"waktu beberapa bulan yg lalu beli yg twin pack tapi bukan varian yg ini sih tapi itu isinya penuh, yg sekarang ini isinya sedikit bgt tepos kyk dikurangin gitu sebelum dikirim, dan yg dulu itu masih ada segel plastiknya yg ini enggak, parah sih",Anger
parah sekali... pengiriman barang kurang. masih gak percaya sama konsumen.... malas belanja lagi. walaupun dapat hadiah free. percuma yg free gak di kirim,Anger
talinya ud putus kok dimasukin lagi ??,Anger
entah knp skrg proses orderannya lama banget !!!,Anger
bau nya mengganggu,Anger
"wanginya ga sesuai harapan, kaya bau ikan teri",Anger
aromanya bikin pusing dan mual,Anger
wangi amis tdk seperti merk lain,Anger
ga jelas aromanya,Anger
lama prosesnya,Anger
botol pecah pakingnya zonk bgt,Anger
"sudah jelas di foto 1 botol pecah,,, masa barang pecah harus tetap di kirim ke toko nya,,, kalau tidak di kirim tidak akan di ganti barang atau kembali kan uang,,,",Anger
saya pesan imboost kids syrup tp yg dikirim tablet hisap. pengiriman juga sangat lama. very negative service!,Anger
"pengiriman lama , tidak teliti , barang yang dikirim kurang , buang2 waktu",Anger
"lambreta. lamaa banget. ga rekomen. mending beli di store lain. officialny parah layanannya. senin malam order, rabu sore baru sampai",Anger
"pengiriman lambat, sampe sekarang dana saya belum dikembalikan, harusnya penjual info kalo barang tdk ada, atau uang dikembalikan. samoe skr ga diaksi, parah",Anger
"kalo malas macking, daftar tokocabang aja bro. biar konsumen puas, anda pun gak perlu bayar pegawai untuk handle pengemasan barang. packing kok jelek bgt.",Anger
"seperti biasa, pengiriman dan pelayanan lama! pdhl officiall store!????",Anger
ga efek. buang duit mending beli parfum smprot biasa.,Anger
"barang yg dikirim ga ada remote nya, ga lg belanja disini, toko kurang teliti�",Anger
perlu hampir 2 minggu buat packing dengan alasan overload... 2 minggu loh 2 mingguuuuu,Anger
"tiap belanja pasti ribut karena sampai lokasi hancur, buat pembeli lainnya, karena seller tidak mau bertanggung jawab dan menyerahkan pada asuransi, spt pd screenshoot, jika saat terima uda diraba kemasan hancur, kembalikan langsung pada kurir, daripada saat dikomplain jawabannya spt pd screenshoot ini. asuransi katanya, ribetnya tuh klaim asuransi.",Anger
"respon admin buruk, benar sprti ulasan yg lain, seakan chat dg robot, sdh note buat jual, mnta packing aman, malah dtg penyok2, exp minta lama, minimal sprti review yg lain 30 okt, eh malah sengaja dikirim experience bulan juli (deskripsi mmg bulan juli)ketawalah skrg para admin pt bayer... nnti pasti dtg saat menangisss??????",Anger
salep nya di bikin dulu jadi lama baru sampe... beli tgl. 22 eh... tgl. 28 baru sampe... untung salep doang... kalo obat mah keburu mati yg sakit... mending beli di toko obat dah,Anger
"promo ngawur, asa kejar diskon spesial lebih mahal dr promo reguler.",Anger
respon lama... tidak koperatif,Anger
msker tipis & biasa aja. krg berasa aman tuk saat pndemi. mlh lbh ccok yg biasa sy bli + pkai. mhalll hrganya tuk produk lokal & kualitas biasa.,Anger
penjual sama sekali tdk memperhatikan catatan pembeli.. malahan menyalahkan pembeli.,Anger
masker tertipis yang pernah saya beli,Anger
"wangi tapi bukan wangi peppermint, tidak sesuai pesanan, apalagi sdh beli 2 botol",Anger
pengiriman lama. padahal butuh urgent,Anger
"pelayanan sangat2 buruk sekali, sangat tdk menghargai customer jd males belanja lg disini",Anger
"proses pengiriman lambat banget dan balasan chat lambat bangeeet juga, minta cancel gak bisa",Anger
"promo yang ditawarkan marketing s3 payah, alibinya free gimmick hanya berlaku pada toko di wilayah tangerang, sedangkan barang yang di tawarkan di toko tangerang tidak ada free gimmick tersebut tapi kenapa dicantumkan di toko cabang aneh sekali",Anger
"uda biasa blanja di abbot, baru kali ini dateng penyok semua... ga tau ini promo gara2 emang abisin stok penyok atau toko cabangnya yg bermasalah, yg uda pasti ngga bakal belanja lagi di toko cabang d.",Anger
"pdhl beli tanggla 25, bilang ada souvenir, ternyata dtg cm susu nya doank. aaa payah",Anger
"packagingnya payah. saya pesan 3 kaleng, yg satu pecah. dan tidak mau diganti. csnya minta bukti foto dan video, sudah saya kirimkan tapi tetap minta terus, dan akhirnya mereka menyudahi komplain saya secara sepihak.",Anger
beli tgl 5 dikirim tgl 7 lelet mana free buku gambar ga dikasih klo ga ada bilang bro jgn diem aja udah beli 2 no free sama sekali jgn beli disini lg,Anger
konsumen ga dianggap... attitude merupakan hal pokok dan semestinya tetap dinomorsatukan.,Anger
"layanan seller sangat jelektidak ada pemberitahuan di deskripsi toko atau di deskripsi produk kalau order diatas jam 12 di proses besok karena alasan overload penjual telat memproses order.. konsumen tidak mungkin memahami kasus overload ? seharusnya kalau overload, produk tidak di munculkan atau toko stop terima orderan.. jangan konsumen jadi korban overload sellersaya order dengan ongkir reguler tapi hasilnya sama dengan free ongkir... ini namanya bentuk penipuan ke konsumentokopedia sebagai platform harusnya berhati hati dengan seller yang tidak memberikan pelayanan terbaik",Anger
"pengemasan lama,. pengiriman lama sekali bangett... pelayanan buruk, admin burukk. barang penyokk ..",Anger
"ternyata blackmores nya lengket, tidak bisa dikonsumsi, parah bangettt, walaupun dalam keadaan tersegel, dalemnya lengket2 semua sudah kapsulnya, tidak bisa dikeluarkan, boro2 dikonsumsi. dicongkel pake garpu, garpunya yg bengkok",Anger
"diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus",Anger
"alat pelnya bagus. tp dr 2 barang yg saya pesan, cm dikirim 1 item, alat pel aja. jepitan jemurannya gak dikirim. padahal di innvoicenya ditulis 2 items dan trnyt penjualnya malah kasar yah, pake ngancem kl ksh bintang 1, mrk tdk akan bantu ngecek ke bagian pengiriman",Anger
"barang tidak lengkap, packing asal-asalan, sdh chat katanya kekurangannya mau dikirim, ternyata cuma janji, barang kurang bagus",Anger
"tidak ada lapisan pelindung sama sekali, entah itu plastik ataupun wraping. dus yg diterima dalam keadaan penyok, ember banyak lecet. pengiriman sangat lama dari hari minggu sampe nya hari rabu, padahal masih sama jakarta. padahal beli nya di toko official resmi. lebih bagus beli di toko yg biasa. sebelumnya saya beli ditoko yg biasa buat hadiah 1 hari sampe, harga lebih murah packing bagus. ini toko resmi malah hancur, mana buat hadiah lagi. tutup aja tokonya...????????",Anger
"katanya bisa ditempel ditembok, tapi tempelannya kotor banget, udh dicuci jg tetep kotor, jadi gak melekat sama sekali. sangat disayangkan karna harga nya lumayan mahal utk yg kualitas yg seperti ini.",Anger
ternyata setelah mau dipakai baru ngeh kalau boxnya yg dikirim bagian engsel belakang pecah. payah deh qcnya tdk melihat klo ada yg pecah,Anger
"pesen hitam dikirim putih.. parah. mau direturn ngga keburu, soalnya barang tsb buat kado ultah hr ini. makanya saya pake same day. padahal sdh sy ingatkan loh, tolong dicheck dulu sebelum dikirim...",Anger
"beli 2 barang, yg dikirim beda tinggi. tdk sesuai pulak pdhl sdh klik ukuran dan hrg nya pun mahal. jd penjual yg jujur lah biar hslnya pun berkah",Anger
"barang ngga sesuai. minta warna hitam yg dikirim warna biru. pas chat tulisannya all ready stock, ujung2nya bilang barang yg diinginkan habis lalu main kirim yang tidak sesuai dgn permintaan",Anger
bahan tipis. penyok2 karena packing yg ga jelas.. padahal udah sengaja peser kerdus.. ternyata di kirim cuma selembar dan ga guna.,Anger
"parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes.",Anger
"diterima dalam keadaan packing terbuka dan terlihat sudah pecah. komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",Anger
"pecah gagang, seller ga mau tanggung jawab sampe akhirnya tokopedia yang memutuskan bisa direfund",Anger
"duh kok ga belajar dr pengalaman ya banyak yg complain datangnya dalam keadaan retak , sy kira sudah diperbaiki pelayanannya",Anger
